岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
机器学习研究员,北京·海淀区·五道口,40-70K·15薪,经验不限,本科,有国际期刊/会议论文发表,深度学习,机器学习算法/工程化经验,正定私募,基金,20-99人,"工作内容
1.因子评价,筛选,组合方法的研究；
2.预测模型（深度学习）的开发研究；
3.期货/股票交易策略的研究和实现。
岗位要求
1.海内外Top院校硕博生,深度学习背景；
2.掌握Python，熟悉一个或多个深度学习框架，有深度使用经验；
3.数学/机器学习知识扎实，顶会Paper优先；
4.有量化相关工作经验，AI工程化经验者优先。",更新于：2023-12-22
机器学习算法工程师,北京,30-60K·16薪,经验不限,本科,Python,深度学习算法,推荐算法,某证券公司,证券/期货,20-99人,"1.金融、数学、统计、计算机等相关专业本科及以上学历;
2.熟悉神经网络理论，熟悉CNN，RNN.LSTM等原
理，熟练使用Caffe,TensorFlow, Keras, PyTorch至少一种深度学习框架;有神经网络项目落地经验者优先;
3.具有机器学习项目相关工作经验，具备扎实的数学基础和机器学习算法功底，熟悉决策树、随机森林、协同过滤、SVM、回归等相关机器学习算法:
4.熟练使用R、Python编程语言至少一种(Numpy Scipy, pandas, scikit-learn);
5.有较强的编程能力和文献阅读能力以及技术攻关能力，跟进领域内先进技术研究成果，并结合应用场景快速实验和调优;
6.有算法相关的离线、在线系统应用部署经验，有迁移学习、域适应经验者优先",更新于：2023-12-22
机器学习,北京,25-50K·14薪,经验不限,本科,Python,C/C++,机器学习算法/工程化经验,某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2023-12-22
机器学习算法工程师,北京,30-60K·14薪,经验不限,本科,强化学习,深度学习算法,,竞技世界,互联网,1000-9999人,"岗位职责：
1、负责金融风控、用户社交关系挖掘、图像语音文本识别、知识图谱、用户特征挖掘、用户游戏技能识别等方向的机器学习课题的解决，以及实时数据分析建模；
2、负责对应领域中课题的机器学习建模和实时分析建模；
3、负责推进机器学习平台框架建设；
4、快速跟进最新有效的机器学习技术（包括深度学习），并将这些技术实践到建模中。
任职要求：
1、数学、计算机专业硕士以上学历；3年以上机器学习相关工作经验；
2、熟练掌握Python/R/Java编程，有软件工程能力。
3、熟练掌握主流大数据处理技术(hadoop、spark等)；
4、精通常规机器学习技术（聚类、分类、关联、预测等等）；
5、掌握深度学习几大常用算法或其改进版（CNN，LSTM，RBM等）；
6、掌握主流深度学习框架（TensorFlow、caffe等）；
7、有好奇心、有创新思路、逻辑思维强；
8、有很强的学习能力，对新技术持续不断的兴趣，及很强的应用实践能力。",更新于：2023-12-22
AI引擎工程师（机器学习）,北京·海淀区·上地,40-70K·14薪,3-5年,本科,大模型算法,深度学习,模型加速/性能优化,与爱为舞,互联网,100-499人,"应聘者您好，我们是一家AI教育公司，创始人的背景是百度，高途等知名大厂，曾是百度凤巢负责人 ，高途课堂联合创始人，CTO来自于蚂蚁，百度，高途，创始团队有从0到1，打造百亿美金上市公司的创业经验，公司是以 AIGC(生成式人工智能)为基础，垂直于教育领域打造全时、全知、 全职的 AI 老师，通过模型技术极大地降低学习成本，让人人都有一个懂自己、时时在、用得起的专属全能老师。
【职位描述】
1、负责机器学习数据清洗、特征计算、模型训练及预测的开发工作；
2、负责包括大语言模型在内的深度学习训练和推理的性能优化工作；
3、负责将 AI 技术落地到教育场景的系统开发工作。
【任AI职要求】
1、计算机相关专业，精通至少一门语言，Java/C++/Python 等，具有扎实
的代码功底和实战能力；
2、有3 年及以上 AI 工程开发经验，熟悉 Tensorflow/Pytorch 等 AI 算法框架；
3、熟悉常见机器学习算法及实现，熟悉数据并行、模型并行等实现方式；
4、能够在分布式系统（CPU/GPU）环境进行算法开发和性能调优；
5、良好的沟通能力和团队协作能力。
【加分项】
1、在头部互联网公司有 AI 工程、大模型工程优化经验者优先；
2、具备大规模 GPU 多机多卡优化经验者优先；
3、在国际 AI 顶会发表过论文者优先。",更新于：2023-12-22
机器学习平台工程师,北京,40-50K·16薪,经验不限,本科,深度学习,强化学习,数据挖掘,某基金公司,基金,20-99人,"岗位职责：
机器学习算法的应用对我们的成功至关重要。我们时时跟进在模型延迟和吞吐量方向研究与实践的最前沿。
在这个岗位上，你将负责佳期高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求：
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验。",更新于：2023-12-22
机器学习推理框架研发工程师,北京,40-70K·16薪,经验不限,本科,C/C++,机器学习框架,推理引擎,某大型知名互联网公司,互联网,10000人以上,"1、负责字节跳动 AML 机器学习在线服务框架的研究与开发，服务于公司各个产品；
2、高效部署，优化计算机视觉、语音识别、语音合成、自然语言处理等字节跳动核心业务模型；
3、与公司各算法部门深度合作，分析业务性能瓶颈和系统架构特征，软硬件结合优化，实现极致性能。
职位要求
1、熟练掌握Linux环境下的C/C++、Python语言；
2、具备扎实的计算机科学功底和编程能力，熟悉常见算法和数据结构，具有良好的编程习惯；
3、能够熟练使用至少一种主流的机器学习框架(TensorFlow / PyTorch等)，熟悉框架内部实现；
4、熟悉至少一种经典深度学习模型及其应用场景，如ResNet、BERT等；
5、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档；
加分项：
1、对深度学习训练和推理模型调试、调优有实操经验；
2、理解 GPU硬件架构，理解 GPU 软件栈（CUDA，cuDNN)，具备 GPU 性能分析的经验；
3、熟悉各类深度学习网络和算子底层实现细节；
4、熟悉并行计算算法，擅长各类并行编程；
5、熟悉模型剪枝、量化等优化方法；
6、熟悉 TVM、MLIR、XLA 等模型优化工具；
7、了解 GAN，强化学习，图神经网络，AutoML等。",更新于：2023-12-22
机器学习,北京·朝阳区·亚运村,4-5K,经验不限,大专,深度学习,模型加速/性能优化,Python,北京睿创云信,计算机软件,20-99人,"1. 精通Python 、JAVA、C++或其他等任意一种开发语言
2. 掌握数据采集、数据增强、样本标注和模型训练技能
3. 熟悉Linux系统，有网络爬虫经验、能熟练使用Labelme、LabelFree和YMIR等工具。
4. 有组网和GIS开发经验，熟悉geoserver的使用优先考虑。
5. 工作态度端正，责任心强，做事主动，服从领导，有出色的沟通表达能力和良好的团队合作精神。
【加分项】
1. 熟悉Mysql、PostgreSQL、Redis、HBase等至少一种数据库，熟练掌握SQL语句，精通SQLAlchemy等ORM框架
2. 熟练掌握Kafka、RocketMQ、Pulsar等至少一种消息队列
3. 精通Flask、Django、FastAPI等至少一种框架",更新于：2023-12-20
【算法平台】机器学习平台算法工程师,北京,45-60K·16薪,1-3年,本科,C/C++,Python,,某500强上市公司,电子商务,1000-9999人,"职位描述
我们负责构建面向搜索推荐场景的一站式深度学习平台。你将参与机器学习平台侧的算法研发工作：
负责搜索/推荐算法的研发，包括但不仅限于机器学习、深度学习、强化学习、迁移学习，多模态融合等，实现落地到机器学习平台中，且应用到各个业务。
根据短视频、图片、直播、文本搜索/推荐等场景，搭建通用算法库，结合内容特征平台，提供算法能力和特征数据。
职位要求：
【必须】计算机或电子通信相关专业本科以上，2年以上linux下C++/Python开发经验。
【必须】熟悉并能深入理解常用的机器学习算法、深度学习模型；熟练使用至少一种深度学习框架TensorFlow、PyTorch、Paddle。
【2选1】搜索/推荐/广告系统相关经验，熟悉常用的CTR算法，包括向量召回、图计算、粗排/精排等。
【2选1】CV/NLP等相关经验，熟悉常用的内容理解算法，包括图片、短视频分类，NLP的关键词提取、关系提取、实体识别、自动摘要、文本分类等。
【优先】实践动手能力强，Kaggle，COCO，ImageNet，ActivityNet，ICPC，NOI/IOI等比赛获奖者优先。
【优先】在期刊/会议有论文发表者优先，包括不限于 ICML，NeurIPS，UAI，AISTATIS，CVPR，ICCV，JMLR，IJCV，TPAMI，TIP 等。",更新于：2023-12-21
机器学习工程研发工程师,北京·海淀区·中关村,30-50K·14薪,1-3年,本科,Python,MATLAB,TensorFlow/PyTorch,零一万物,计算机服务,20-99人,"岗位职责：
1、负责大模型、文生图相关产品研发
2、大模型训练及优化
3、数据处理
任职要求：
1、计算机及相关专业的本科及以上学历，良好的机器学习专业背景
2、熟悉pytorch等主流的深度学习训练框架，熟悉transformer等常见深度神经网络模型及上下游生态，在NLP或CV等领域有相关的经验
3、熟悉分布式系统原理，熟悉计算机网络，具备扎实的数据结构和算法能力
4、有大模型（LLM）训练、多模态、文生图（扩散模型、diffusers）等经验或熟悉相关开源的优先
5、具备良好的团队意识及协作精神，有热情",更新于：2023-12-22
